metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
cobalt2_m,Co2+,Co,58.93319,0,0,0,0
fdox_m,Ferredoxin (oxidized) 2[4Fe-4S],Fe8S8X,703.28,0,0,8,0
fdred_m,Ferredoxin (reduced) 2[4Fe-4S],Fe8S8X,703.28,0,0,8,0
co_m,Carbon monoxide,CO,28.0101,1,0,0,0
cpmp_m,Cyclic pyranopterin monophosphate,C10H13N5O8P,362.21268,10,5,0,1
cpppg3_m,Coproporphyrinogen III,C36H40N4O8,656.7248,36,4,0,0
pppg9_m,Protoporphyrinogen IX,C34H38N4O4,566.68992,34,4,0,0
4crsol_m,P-Cresol,C7H8O,108.13782,7,0,0,0
4crsol_m,P-Cresol,C7H8O,108.13782,7,0,0,0
crn__D_m,D-Carnitine,C7H15NO3,161.1989,7,1,0,0
crn__D_m,D-Carnitine,C7H15NO3,161.1989,7,1,0,0
cro4_m,Chromate,CrO4,115.9937,0,0,0,0
cro4_m,Chromate,CrO4,115.9937,0,0,0,0
ura_m,Uracil,C4H4N2O2,112.08676,4,2,0,0
spmd_m,Spermidine,C7H22N3,148.26968,7,3,0,0
tdecoa_m,Tetradecenoyl-CoA (n-C14:1CoA),C35H56N7O17P3S,971.84213,35,7,1,3
utp_m,UTP,C9H11N2O15P3,480.10933,9,2,0,3
cu2_m,Cu2+,Cu,63.546,0,0,0,0
cu2_m,Cu2+,Cu,63.546,0,0,0,0
so3_m,Sulfite,SO3,80.0632,0,0,1,0
focytc_m,Ferrocytochrome c C42H53FeN8O6S2,C42H53FeN8O6S2,885.89522,42,8,2,0
ficytc_m,Ferricytochrome c C42H52FeN8O6S2,C42H52FeN8O6S2,884.88728,42,8,2,0
q_m,Ubiquinone,C14H18O4,250.29032,14,0,0,0
qh2_m,Ubiquinol,C14H20O4,252.3062,14,0,0,0
ficytC_m,Ferricytochrome c,C42FeH54N8O6S2,886.90316,42,8,2,0
focytC_m,Ferrocytochrome C,C42FeH54N8O6S2,886.90316,42,8,2,0
mqn7_m,Menaquinone 7 C46H64O2,C46H64O2,648.99916,46,0,0,0
cys__L_m,L-Cysteine,C3H7NO2S,121.15818,3,1,1,0
o2_m,O2,O2,31.9988,0,0,0,0
mercppyr_m,Mercaptopyruvate,C3H3O3S,119.11912,3,0,1,0
cyst__L_m,L-Cystathionine,C7H14N2O4S,222.26206,7,2,1,0
cysth__L_m,L Cystathionine C7H14N2O4S,C7H14N2O4S,222.26206,7,2,1,0
glu__L_m,L-Glutamate,C5H8NO4,146.12132,5,1,0,0
cytd_m,Cytidine,C9H13N3O5,243.21662,9,3,0,0
dcdp_m,DCDP,C9H12N3O10P2,384.1532,9,3,0,2
dctp_m,DCTP,C9H12N3O13P3,463.12517,9,3,0,3
diact_m,Diacetyl,C4H6O2,86.08924,4,0,0,0
dad_2_m,Deoxyadenosine,C10H13N5O3,251.24192,10,5,0,0
din_m,Deoxyinosine,C10H12N4O4,252.22668,10,4,0,0
26dap__M_m,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,190.19706,7,2,0,0
arab__D_m,D Arabinose C5H10O5,C5H10O5,150.1299,5,0,0,0
ditp_m,DITP,C10H11N4O13P3,488.13463,10,4,0,3
nicrnt_m,Nicotinate D-ribonucleotide,C11H12NO9P,333.18804,11,1,0,1
dca_m,Decanoate (n-C10:0),C10H19O2,171.25666,10,0,0,0
dca_m,Decanoate (n-C10:0),C10H19O2,171.25666,10,0,0,0
dump_m,DUMP,C9H11N2O8P,306.166,9,2,0,1
frdp_m,Farnesyl diphosphate,C15H25O7P2,379.30232,15,0,0,2
ipdp_m,Isopentenyl diphosphate,C5H9O7P2,243.06828,5,0,0,2
dutp_m,DUTP,C9H11N2O14P3,464.10993,9,2,0,3
duri_m,Deoxyuridine,C9H12N2O5,228.20198,9,2,0,0
dcyt_m,Deoxycytidine,C9H13N3O4,227.21722,9,3,0,0
ddca_m,Dodecanoate (n-C12:0),C12H23O2,199.30982,12,0,0,0
2ddg6p_m,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C6H8O9P,255.09608,6,0,0,1
g3p_m,Glyceraldehyde 3-phosphate,C3H5O6P,168.04196,3,0,0,1
decdp_m,All trans Decaprenyl diphosphate,C50H81O7P2,856.12146,50,0,0,2
fdxo_2_2_m,Oxidized ferredoxin,Fe8S8X,703.28,0,0,8,0
dextrin_m,Dextrin C12H20O10,C12H20O10,324.2812,12,0,0,0
gal_m,D-Galactose,C6H12O6,180.15588,6,0,0,0
dgmp_m,DGMP,C10H12N5O7P,345.20534,10,5,0,1
dgsn_m,Deoxyguanosine,C10H13N5O4,267.24132,10,5,0,0
2o3mpt_m, R  2 Oxo 3 methylpentanoate C6H9O3,C6H9O3,129.13386,6,0,0,0
dhf_m,"7,8-Dihydrofolate",C19H19N7O6,441.39746,19,7,0,0
dhpt_m,Dihydropteroate,C14H13N6O3,313.29142,14,6,0,0
dhna_m,"1,4-Dihydroxy-2-naphthoate",C11H7O4,203.17088,11,0,0,0
octdp_m,All-trans-Octaprenyl diphosphate,C40H65O7P2,719.88742,40,0,0,2
14dhncoa_m,"1,4-dihydroxy-2-napthoyl-CoA",C32H38N7O19P3S,949.66591,32,7,1,3
6hmhpt_m,6-hydroxymethyl dihydropterin,C7H9N5O2,195.17866,7,5,0,0
dhor__S_m,(S)-Dihydroorotate,C5H5N2O4,157.1042,5,2,0,0
orot_m,Orotate,C5H3N2O4,155.08832,5,2,0,0
dhpmp_m,Dihydroneopterin monophosphate,C9H12N5O7P,333.19464,9,5,0,1
56dura_m,"5,6-dihydrouracil",C4H6N2O2,114.10264,4,2,0,0
mlthf_m,"5,10-Methylenetetrahydrofolate",C20H21N7O6,455.42404,20,7,0,0
6hmhptpp_m,6-hydroxymethyl-dihydropterin pyrophosphate,C7H8N5O8P2,352.11464,7,5,0,2
3dhq_m,3-Dehydroquinate,C7H9O6,189.14276,7,0,0,0
3dhsk_m,3-Dehydroshikimate,C7H7O5,171.12748,7,0,0,0
dimp_m,DIMP,C10H11N4O7P,330.1907,10,4,0,1
fdp_m,"D-Fructose 1,6-bisphosphate",C6H10O12P2,336.08392,6,0,0,2
dmpp_m,Dimethylallyl diphosphate,C5H9O7P2,243.06828,5,0,0,2
grdp_m,Geranyl diphosphate,C10H17O7P2,311.1853,10,0,0,2
sarcs_m,Sarcosine,C3H7NO2,89.09318,3,1,0,0
dnad_m,Deamino-NAD+,C21H24N6O15P2,662.39398,21,6,0,2
dudp_m,DUDP,C9H11N2O11P2,385.13796,9,2,0,2
dttp_m,DTTP,C10H13N2O14P3,478.13651,10,2,0,3
5dpmev_m, R  5 Diphosphomevalonate C6H10O10P2,C6H10O10P2,304.08512,6,0,0,2
pant__R_m,(R)-Pantoate,C6H11O4,147.14914,6,0,0,0
2dr5p_m,2-Deoxy-D-ribose 5-phosphate,C5H9O7P,212.09452,5,0,0,1
drib_m,Deoxyribose C5H10O4,C5H10O4,134.1305,5,0,0,0
gthrd_m,Reduced glutathione,C10H15N3O6S,305.3076,10,3,1,0
2amsa_m,2-Aminomalonate semialdehyde,C3H5NO3,103.0767,3,1,0,0
ser__D_m,D-Serine,C3H7NO3,105.09258,3,1,0,0
dtmp_m,DTMP,C10H13N2O8P,320.19258,10,2,0,1
dxyl5p_m,1-deoxy-D-xylulose 5-phosphate,C5H9O7P,212.09452,5,0,0,1
dxyl_m,1-deoxy-D-xylulose,C5H10O4,134.1305,5,0,0,0
dxyl_m,1-deoxy-D-xylulose,C5H10O4,134.1305,5,0,0,0
dxyl_m,1-deoxy-D-xylulose,C5H10O4,134.1305,5,0,0,0
4per_m,4-Phospho-D-erythronate,C4H6O8P,213.0594,4,0,0,1
udcpdp_m,Undecaprenyl diphosphate,C55H89O7P2,924.23848,55,0,0,2
3hbcoa_m,(S)-3-Hydroxybutanoyl-CoA,C25H38N7O18P3S,849.59161,25,7,1,3
3hbycoa_m, S  3 Hydroxybutyryl CoA C25H38N7O18P3S,C25H38N7O18P3S,849.59161,25,7,1,3
3hhcoa_m,(S)-3-Hydroxyhexanoyl-CoA,C27H42N7O18P3S,877.64477,27,7,1,3
3hocoa_m,(S)-3-Hydroxyoctanoyl-CoA,C29H46N7O18P3S,905.69793,29,7,1,3
3hhdcoa_m,(S)-3-Hydroxyhexadecanoyl-CoA,C37H62N7O18P3S,1017.91057,37,7,1,3
3hmbcoa_m,(S)-3-Hydroxy-2-methylbutyryl-CoA,C26H40N7O18P3S,863.61819,26,7,1,3
kdo2lipid4_m,KDO(2)-lipid IV(A),C84H148N2O37P2,1840.01264,84,2,0,2
kdo2lipid4L_m,KDO(2)-lipid IV(A) with laurate,C96H170N2O38P2,2022.31512,96,2,0,2
lipa_m,KDO(2)-lipid (A),C110H196N2O39P2,2232.67076,110,2,0,2
omclo_m,Outer Membrane Cytochrome c type oxidized (low potential),C42H54FeN8O6S2,886.90316,42,8,2,0
omclr_m,Outer Membrane Cytochrome c type reduced 1(low potential),C42H54FeN8O6S2,886.90316,42,8,2,0
enter_m,Enterochelin,C30H27N3O15,669.54648,30,3,0,0
feenter_m,Fe-enterobactin,C30H27FeN3O15,725.39148,30,3,0,0
entermg_m,Enterobactin monoglycosylated,C36H37N3O20,831.68708,36,3,0,0
salchs4_m,Salmochelin-S4,C42H47N3O25,993.82768,42,3,0,0
galur_m,D-Galacturonate,C6H9O7,193.13146,6,0,0,0
trp__L_m,L-Tryptophan,C11H12N2O2,204.22518,11,2,0,0
val__L_m,L-Valine,C5H11NO2,117.14634,5,1,0,0
tyr__L_m,L-Tyrosine,C9H11NO3,181.18854,9,1,0,0
etha_m,Ethanolamine,C2H8NO,62.09102,2,1,0,0
etha_m,Ethanolamine,C2H8NO,62.09102,2,1,0,0
eths_m,Ethanesulfonate C2H5O3S,C2H5O3S,109.1243,2,0,1,0
eths_m,Ethanesulfonate C2H5O3S,C2H5O3S,109.1243,2,0,1,0
fru_m,D-Fructose,C6H12O6,180.15588,6,0,0,0
ttdca_m,Tetradecanoate (n-C14:0),C14H27O2,227.36298,14,0,0,0
ttdcea_m,Tetradecenoate (n-C14:1),C14H25O2,225.3471,14,0,0,0
hdca_m,Hexadecanoate (n-C16:0),C16H31O2,255.41614,16,0,0,0
hdcea_m,Hexadecenoate (n-C16:1),C16H29O2,253.40026,16,0,0,0
ocdca_m,Octadecanoate (n-C18:0),C18H35O2,283.4693,18,0,0,0
ocdcea_m,Octadecenoate (n-C18:1),C18H33O2,281.45342,18,0,0,0
hxa_m,Hexanoate (n-C6:0),C6H11O2,115.15034,6,0,0,0
octa_m,Octanoate (n-C8:0),C8H15O2,143.2035,8,0,0,0
mmcoa__S_m,(S)-Methylmalonyl-CoA,C25H35N7O19P3S,862.56719,25,7,1,3
f1p_m,D-Fructose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
s17bp_m,"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,366.1099,7,0,0,2
pheme_m,Protoheme,C34FeH30N4O4,614.4714,34,4,0,0
ppp9_m,Protoporphyrin,C34H32N4O4,560.64228,34,4,0,0
forcoa_m,Formyl-CoA,C22H32N7O17P3S,791.51247,22,7,1,3
fmnRD_m,Flavin mononucleotide reduced C17H21N4O9P,C17H21N4O9P,456.3438,17,4,0,1
